OBJECTID,zip_1,mid_03,mid_04,mid_05,mid_06,mid_07,mid_08,mid_09,mid_10,mid_11,mid_12,Shape_Length,Shape_Area,SS_SEED,SS_GROUP
106,11218,-0.228810507000000,-0.204415542000000,-0.215903571000000,-0.169192072000000,-0.208003373000000,-0.234476296000000,-0.252184248000000,-0.219347720000000,-0.225073995000000,-0.207282018000000,0.100920067641748,0.000394288544146,0,1
107,11369,-0.366978263000000,-0.365468089000000,-0.374841231000000,-0.368009743000000,-0.374565461000000,-0.355510849000000,-0.324583297000000,-0.323775223000000,-0.312672626000000,-0.320690243000000,0.092995848559705,0.000300102861082,0,1
108,10458,-0.198106561000000,-0.175133261000000,-0.158108059000000,-0.169192072000000,-0.166362851000000,-0.140338310000000,-0.208744818000000,-0.144756647000000,-0.137475364000000,-0.178929962000000,0.085509214293778,0.000275773104165,0,1
109,10461,0.032173034000000,-0.043362995000000,-0.013619277000000,-0.098185760000000,-0.041441285000000,-0.046200324000000,-0.034987100000000,-0.085083789000000,-0.137475364000000,-0.093873794000000,0.155619960659607,0.000659902331586,0,4
110,10465,-0.274866425000000,-0.292262386000000,-0.259250206000000,-0.268600907000000,-0.263524069000000,-0.234476296000000,-0.208744818000000,-0.234265935000000,-0.225073995000000,-0.249810103000000,0.241798753182393,0.000953345835126,0,1
111,11225,-0.428386155000000,-0.394750371000000,-0.374841231000000,-0.396412267000000,-0.388445635000000,-0.449648835000000,-0.382502536000000,-0.383448081000000,-0.429470801000000,-0.448274496000000,0.079728301799016,0.000246553209912,0,1
112,10304,-0.305570371000000,-0.380109230000000,-0.374841231000000,-0.339607218000000,-0.374565461000000,-0.368959133000000,-0.353542916000000,-0.398366296000000,-0.414871029000000,-0.405746412000000,0.243198105445408,0.001075368471017,0,1
113,10010,2.196801226000000,1.669650459000000,1.922530392000000,1.932594740000000,1.749101161000000,1.782766261000000,1.948746845000000,2.078057332000000,2.052490417000000,2.188466730000000,0.069430374997759,0.000109345379487,0,2
114,10001,0.538788143000000,4.114720945000000,4.118759868000000,4.062784075000000,4.400214396000000,4.405181585000000,4.381354896000000,4.375462385000000,4.519851863000000,4.385751085000000,0.090701438649509,0.000169099113698,0,3
115,10032,-0.290218398000000,-0.306903527000000,-0.288147962000000,-0.325405956000000,-0.319044765000000,-0.288269431000000,-0.310103487000000,-0.293938793000000,-0.312672626000000,-0.377394356000000,0.064545255068054,0.000180321209569,0,1
116,10464,-0.474442074000000,-0.482597215000000,-0.490432256000000,-0.481619841000000,-0.499487027000000,-0.489993686000000,-0.469381395000000,-0.487875584000000,-0.473270117000000,-0.476626552000000,0.297728401414166,0.000960446836993,0,1
117,11414,-0.459090101000000,-0.438673793000000,-0.447085621000000,-0.424814792000000,-0.416205983000000,-0.436200552000000,-0.454901585000000,-0.413284511000000,-0.429470801000000,-0.462450524000000,0.147176539893337,0.000660615409811,0,1
118,11203,-0.259514453000000,-0.233697824000000,-0.244801328000000,-0.268600907000000,-0.221883547000000,-0.221028012000000,-0.237704438000000,-0.279020579000000,-0.268873311000000,-0.249810103000000,0.100662428600110,0.000592458221129,0,1
119,10473,-0.228810507000000,-0.262980105000000,-0.215903571000000,-0.240198383000000,-0.263524069000000,-0.274821147000000,-0.223224628000000,-0.174593076000000,-0.210474223000000,-0.235634075000000,0.137421749396671,0.000604823411937,0,1
120,11357,-0.121346696000000,-0.175133261000000,-0.273699084000000,-0.297003432000000,-0.263524069000000,-0.234476296000000,-0.136345769000000,-0.219347720000000,-0.210474223000000,-0.292338187000000,0.139151329210836,0.000779051447666,0,1
121,11374,-0.075290777000000,-0.116568699000000,-0.143659181000000,-0.126588285000000,-0.138602503000000,-0.140338310000000,-0.121865959000000,-0.159674862000000,-0.079076276000000,-0.108049822000000,0.095171751138864,0.000258149810227,0,4
122,10467,-0.274866425000000,-0.292262386000000,-0.302596840000000,-0.225997121000000,-0.277404243000000,-0.288269431000000,-0.310103487000000,-0.293938793000000,-0.254273539000000,-0.278162159000000,0.209378745044259,0.000641020271955,0,1
123,11208,-0.167402615000000,-0.131209839000000,-0.187005815000000,-0.183393334000000,-0.194123199000000,-0.140338310000000,-0.165305389000000,-0.189511291000000,-0.166674908000000,-0.193105990000000,0.190078530085146,0.000945805441154,0,1
124,10030,-0.474442074000000,-0.453314933000000,-0.432636743000000,-0.424814792000000,-0.416205983000000,-0.409303984000000,-0.425941966000000,-0.428202725000000,-0.400271258000000,-0.405746412000000,0.038115749871783,0.000072382608841,0,1
125,11216,-0.382330236000000,-0.380109230000000,-0.345943474000000,-0.325405956000000,-0.332924939000000,-0.342062566000000,-0.324583297000000,-0.338693437000000,-0.341872170000000,-0.292338187000000,0.091434106352019,0.000260216191996,0,1
126,11105,-0.105994723000000,-0.219056683000000,-0.230352449000000,-0.225997121000000,-0.221883547000000,-0.234476296000000,-0.194265008000000,-0.219347720000000,-0.239673767000000,-0.235634075000000,0.108176137268642,0.000453526256810,0,1
127,10035,-0.320922344000000,-0.248338964000000,-0.201454693000000,-0.169192072000000,-0.166362851000000,-0.099993459000000,-0.034987100000000,-0.010492716000000,-0.006077417000000,-0.008817625000000,0.122275477479190,0.000384955931180,0,4
128,10034,-0.413034182000000,-0.409391511000000,-0.447085621000000,-0.382211005000000,-0.416205983000000,-0.395855700000000,-0.425941966000000,-0.398366296000000,-0.458670345000000,-0.476626552000000,0.131959431619688,0.000304140853833,0,1
129,11232,0.262452629000000,0.117689552000000,0.174216138000000,0.171638222000000,0.222282021000000,0.222765350000000,0.254609096000000,0.108853001000000,0.139920302000000,0.217998824000000,0.151446773127090,0.000357269829268,0,4
130,10312,-0.259514453000000,-0.262980105000000,-0.259250206000000,-0.211795858000000,-0.249643895000000,-0.247924580000000,-0.252184248000000,-0.234265935000000,-0.312672626000000,-0.292338187000000,0.241060441061334,0.002111075058443,0,1
131,11356,-0.090642750000000,-0.014080714000000,0.000829601000000,0.001223075000000,-0.083081807000000,-0.019303757000000,-0.020507290000000,-0.085083789000000,-0.122875592000000,-0.065521738000000,0.116702217948324,0.000431840242815,0,4
132,11379,-0.320922344000000,-0.350826949000000,-0.331494596000000,-0.311204694000000,-0.277404243000000,-0.274821147000000,-0.310103487000000,-0.293938793000000,-0.327272398000000,-0.306514215000000,0.114968360996568,0.000572508533425,1,1
133,11368,-0.105994723000000,0.015201567000000,-0.085863668000000,-0.112387023000000,-0.152482677000000,-0.194131445000000,-0.107386149000000,-0.219347720000000,-0.035276961000000,-0.122225850000000,0.138337562755777,0.000739449964482,0,4
134,11004,-0.443738128000000,-0.453314933000000,-0.475983378000000,-0.481619841000000,-0.471726679000000,-0.449648835000000,-0.454901585000000,-0.487875584000000,-0.487869889000000,-0.490802580000000,0.088788281277961,0.000260799004907,0,1
135,10314,0.400620386000000,0.337306661000000,0.318704920000000,0.327852107000000,0.402724283000000,0.330351620000000,0.384927385000000,0.347544436000000,0.300517792000000,0.303054993000000,0.442696751233725,0.003859098777366,0,4
136,10174,-0.397682209000000,-0.438673793000000,-0.389290109000000,-0.353808481000000,-0.360685287000000,-0.382407417000000,-0.368022726000000,-0.353611652000000,-0.385671486000000,-0.377394356000000,0.005139471345975,0.000001410075284,1,1
137,11101,3.102567632000000,2.899506273000000,2.818360836000000,2.614255327000000,2.609671950000000,2.576215000000000,2.455540189000000,2.331666981000000,2.402884942000000,2.415283179000000,0.173390146313186,0.000751054616778,0,2
138,10459,-0.382330236000000,-0.380109230000000,-0.360392353000000,-0.382211005000000,-0.374565461000000,-0.342062566000000,-0.368022726000000,-0.323775223000000,-0.371071714000000,-0.405746412000000,0.073491997583190,0.000230498533661,0,1
139,10031,-0.443738128000000,-0.424032652000000,-0.432636743000000,-0.467418579000000,-0.443966331000000,-0.449648835000000,-0.454901585000000,-0.443120940000000,-0.429470801000000,-0.391570384000000,0.065588567937474,0.000180696612728,0,1
140,10013,1.797649928000000,2.167449241000000,1.821388245000000,1.676972019000000,1.790741683000000,1.809662828000000,1.977706465000000,2.063139118000000,1.935692242000000,2.004178364000000,0.063444217268731,0.000156606488456,0,2
141,11423,-0.413034182000000,-0.438673793000000,-0.432636743000000,-0.396412267000000,-0.416205983000000,-0.436200552000000,-0.411462156000000,-0.413284511000000,-0.429470801000000,-0.377394356000000,0.123908330095156,0.000395984969864,0,1
142,10307,-0.505146020000000,-0.497238355000000,-0.490432256000000,-0.481619841000000,-0.485606853000000,-0.476545403000000,-0.498341015000000,-0.487875584000000,-0.473270117000000,-0.490802580000000,0.120210305807440,0.000505099205112,0,1
143,11234,0.108932899000000,0.103048411000000,0.073073991000000,0.100631911000000,0.111240629000000,0.007592811000000,-0.020507290000000,0.079016572000000,0.154520074000000,0.104590600000000,0.284772995353784,0.002317205417534,0,4
144,10471,-0.351626290000000,-0.365468089000000,-0.360392353000000,-0.382211005000000,-0.374565461000000,-0.368959133000000,-0.339063107000000,-0.323775223000000,-0.283473083000000,-0.349042299000000,0.127057851445081,0.000714264137284,0,1
145,10451,0.016821061000000,-0.043362995000000,0.015278479000000,-0.012978187000000,0.000199237000000,-0.005855473000000,0.037411949000000,0.034261928000000,0.139920302000000,0.118766628000000,0.090228616747707,0.000283077727179,0,4
146,11419,-0.505146020000000,-0.467956074000000,-0.475983378000000,-0.481619841000000,-0.471726679000000,-0.463097119000000,-0.469381395000000,-0.487875584000000,-0.502469661000000,-0.462450524000000,0.075274760653355,0.000311606830520,0,1
147,10469,-0.259514453000000,-0.292262386000000,-0.273699084000000,-0.240198383000000,-0.235763721000000,-0.234476296000000,-0.223224628000000,-0.219347720000000,-0.268873311000000,-0.249810103000000,0.160382760191036,0.000691493527138,0,1
148,11215,0.124284872000000,0.117689552000000,0.087522869000000,0.129034435000000,0.055719933000000,0.021041095000000,0.022932139000000,-0.025410930000000,0.110720758000000,0.062062515000000,0.125408839906701,0.000608482203264,0,4
149,11219,0.108932899000000,0.059124989000000,-0.056965912000000,0.043826862000000,0.000199237000000,0.034489378000000,-0.020507290000000,0.079016572000000,0.037721899000000,0.019534431000000,0.097154052114401,0.000407127421501,0,4
150,11222,0.231748683000000,0.234818677000000,0.275358285000000,0.143235698000000,0.111240629000000,0.155523932000000,0.124290808000000,0.108853001000000,0.052321670000000,-0.079697766000000,0.103877350639741,0.000439566982169,0,4
151,11237,-0.029234858000000,-0.072645277000000,-0.114761424000000,-0.098185760000000,-0.152482677000000,-0.126890026000000,-0.194265008000000,-0.174593076000000,-0.122875592000000,-0.136401878000000,0.100554980344342,0.000275386349124,0,4
152,11358,-0.366978263000000,-0.350826949000000,-0.360392353000000,-0.382211005000000,-0.402325809000000,-0.409303984000000,-0.440421775000000,-0.413284511000000,-0.400271258000000,-0.377394356000000,0.097707554946937,0.000536274542079,0,1
153,11361,-0.244162480000000,-0.189774402000000,-0.288147962000000,-0.311204694000000,-0.249643895000000,-0.261372863000000,-0.295623677000000,-0.293938793000000,-0.341872170000000,-0.334866271000000,0.113258923869920,0.000488528678456,0,1
154,11365,-0.244162480000000,-0.248338964000000,-0.244801328000000,-0.169192072000000,-0.194123199000000,-0.167234877000000,-0.179785199000000,-0.189511291000000,-0.181274679000000,-0.249810103000000,0.133895996936687,0.000696489505077,0,1
155,10004,0.968643387000000,1.069363693000000,1.098944339000000,1.165726579000000,1.096732983000000,1.123800359000000,1.036518827000000,1.123291596000000,1.118105017000000,1.096912566000000,0.136414095496614,0.000184522834113,0,2
156,10011,1.782297955000000,1.523239053000000,1.691348342000000,2.046204838000000,2.179386555000000,2.132421637000000,2.267302662000000,2.331666981000000,2.432084486000000,2.216818786000000,0.089261958814491,0.000179617878655,0,2
157,10014,0.907235495000000,0.835105443000000,0.809966776000000,0.952707645000000,1.138373505000000,1.096903792000000,1.094438066000000,1.168046240000000,1.074305701000000,1.508017381000000,0.086806588767804,0.000151299886066,0,2
158,10022,5.558883311000000,5.490988165000000,5.476954412000000,5.752734282000000,5.538388664000000,5.588630552000000,5.612138731000000,5.539083126000000,5.264440229000000,5.165432630000000,0.059169690836903,0.000126282251360,0,3
159,10036,5.036916229000000,4.846777977000000,4.797857140000000,4.503023205000000,4.525135962000000,4.633802408000000,4.902628049000000,4.733499536000000,5.147642054000000,5.052024405000000,0.068033054265792,0.000123243998246,0,3
160,10075,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.041830390793377,0.000046619296855,0,4
161,10271,-0.336274317000000,-0.336185808000000,-0.360392353000000,-0.368009743000000,-0.332924939000000,-0.315165998000000,-0.295623677000000,-0.308857008000000,-0.341872170000000,-0.263986131000000,0.003834889903130,0.000000780163604,0,1
162,10303,-0.290218398000000,-0.219056683000000,-0.230352449000000,-0.154990809000000,-0.124722329000000,-0.180683161000000,-0.165305389000000,-0.189511291000000,-0.166674908000000,-0.207282018000000,0.178707119637012,0.000868043369688,0,1
163,10305,-0.213458534000000,-0.204415542000000,-0.230352449000000,-0.183393334000000,-0.152482677000000,-0.180683161000000,-0.165305389000000,-0.144756647000000,-0.152075136000000,-0.235634075000000,0.180760827680633,0.001154982022536,0,1
164,10306,-0.274866425000000,-0.175133261000000,-0.259250206000000,-0.254399645000000,-0.249643895000000,-0.274821147000000,-0.281143867000000,-0.308857008000000,-0.283473083000000,-0.405746412000000,0.310707531056220,0.002085371030688,0,1
165,10310,-0.382330236000000,-0.394750371000000,-0.374841231000000,-0.382211005000000,-0.388445635000000,-0.355510849000000,-0.396982346000000,-0.368529867000000,-0.414871029000000,-0.419922440000000,0.103993061914613,0.000473807104982,0,1
166,10460,-0.366978263000000,-0.336185808000000,-0.317045718000000,-0.225997121000000,-0.277404243000000,-0.288269431000000,-0.223224628000000,-0.219347720000000,-0.225073995000000,-0.221458047000000,0.123988402931313,0.000368276617167,0,1
167,10468,-0.336274317000000,-0.350826949000000,-0.345943474000000,-0.297003432000000,-0.291284417000000,-0.342062566000000,-0.353542916000000,-0.293938793000000,-0.298072854000000,-0.292338187000000,0.125177809927988,0.000302416551132,0,1
168,11103,-0.397682209000000,-0.350826949000000,-0.389290109000000,-0.353808481000000,-0.332924939000000,-0.368959133000000,-0.353542916000000,-0.398366296000000,-0.327272398000000,-0.391570384000000,0.065802168721570,0.000193133735680,0,1
169,11207,-0.090642750000000,-0.043362995000000,-0.028068156000000,-0.055581974000000,-0.083081807000000,0.007592811000000,0.109810998000000,0.049180143000000,0.081521214000000,0.076238543000000,0.150044789899877,0.000741347523108,0,4
170,11211,0.339212494000000,0.337306661000000,0.419847066000000,0.441462205000000,0.305563065000000,0.303455053000000,0.370447575000000,0.377380865000000,0.446515511000000,0.288878965000000,0.211630636524253,0.000658084261903,0,4
171,11434,-0.136698669000000,-0.131209839000000,-0.114761424000000,-0.183393334000000,-0.138602503000000,-0.153786594000000,-0.223224628000000,-0.204429506000000,-0.225073995000000,-0.193105990000000,0.169684570756183,0.000908078990113,0,1
172,11435,-0.274866425000000,-0.277621246000000,-0.331494596000000,-0.297003432000000,-0.291284417000000,-0.261372863000000,-0.281143867000000,-0.264102364000000,-0.268873311000000,-0.306514215000000,0.113793163707189,0.000417695742364,0,1
173,11691,-0.198106561000000,-0.189774402000000,-0.201454693000000,-0.140789547000000,-0.249643895000000,-0.288269431000000,-0.223224628000000,-0.174593076000000,-0.195874451000000,-0.178929962000000,0.191793958892439,0.000791889112266,0,1
174,11367,-0.397682209000000,-0.394750371000000,-0.418187865000000,-0.424814792000000,-0.430086157000000,-0.436200552000000,-0.454901585000000,-0.458039154000000,-0.385671486000000,-0.391570384000000,0.114825337362682,0.000708093919474,0,1
175,11370,-0.443738128000000,-0.438673793000000,-0.403738987000000,-0.439016054000000,-0.471726679000000,-0.368959133000000,-0.396982346000000,-0.413284511000000,-0.400271258000000,-0.391570384000000,0.135333695178864,0.000402810323223,0,1
176,11373,-0.059938804000000,-0.087286417000000,0.029727357000000,-0.012978187000000,-0.138602503000000,0.007592811000000,-0.006027481000000,-0.010492716000000,0.052321670000000,-0.122225850000000,0.092078037234511,0.000419026538022,0,4
177,11375,0.139636845000000,0.132330692000000,0.101971748000000,0.029625600000000,-0.013680937000000,-0.019303757000000,-0.006027481000000,0.004425499000000,-0.006077417000000,-0.079697766000000,0.114481927348730,0.000544835699074,0,4
178,11385,0.093580926000000,0.044483848000000,0.058625113000000,0.157436960000000,0.097360455000000,0.168972215000000,0.124290808000000,0.138689431000000,0.052321670000000,0.104590600000000,0.195185255376545,0.001010066526031,0,4
179,11693,-0.551201939000000,-0.541161777000000,-0.533778890000000,-0.524223628000000,-0.499487027000000,-0.489993686000000,-0.483861205000000,-0.487875584000000,-0.487869889000000,-0.504978608000000,0.157941893762223,0.000275462233532,0,1
180,11694,-0.443738128000000,-0.467956074000000,-0.475983378000000,-0.481619841000000,-0.443966331000000,-0.436200552000000,-0.454901585000000,-0.443120940000000,-0.458670345000000,-0.448274496000000,0.127730824703580,0.000379914693845,0,1
181,11413,-0.305570371000000,-0.365468089000000,-0.360392353000000,-0.325405956000000,-0.319044765000000,-0.288269431000000,-0.339063107000000,-0.353611652000000,-0.298072854000000,-0.363218328000000,0.159190441786302,0.000863391616684,0,1
182,11428,-0.459090101000000,-0.482597215000000,-0.461534500000000,-0.424814792000000,-0.457846505000000,-0.422752268000000,-0.425941966000000,-0.458039154000000,-0.487869889000000,-0.448274496000000,0.074782587817135,0.000231963722515,0,1
183,11432,0.108932899000000,0.000560426000000,0.044176235000000,0.015424337000000,-0.096961981000000,-0.099993459000000,-0.049466910000000,-0.055247359000000,-0.079076276000000,-0.051345709000000,0.120255332677597,0.000591791849777,0,4
184,10038,1.152867063000000,1.025440271000000,0.911108923000000,1.023713956000000,0.833009677000000,0.774144983000000,0.689003391000000,0.824927304000000,0.723911177000000,0.799215976000000,0.057729931097432,0.000081974391573,0,2
185,10475,-0.090642750000000,-0.145850980000000,-0.158108059000000,-0.240198383000000,-0.249643895000000,-0.247924580000000,-0.237704438000000,-0.264102364000000,-0.254273539000000,-0.221458047000000,0.135394053005245,0.000507631638262,0,1
186,11230,-0.059938804000000,-0.072645277000000,-0.071414790000000,-0.012978187000000,-0.083081807000000,-0.180683161000000,-0.165305389000000,-0.114920218000000,-0.064476504000000,0.005358403000000,0.097777528531942,0.000520487114357,0,4
187,10037,-0.474442074000000,-0.467956074000000,-0.490432256000000,-0.481619841000000,-0.471726679000000,-0.436200552000000,-0.498341015000000,-0.502793798000000,-0.487869889000000,-0.490802580000000,0.040820955413616,0.000074619875493,0,1
188,11363,-0.474442074000000,-0.467956074000000,-0.475983378000000,-0.495821103000000,-0.485606853000000,-0.476545403000000,-0.483861205000000,-0.487875584000000,-0.517069433000000,-0.533330665000000,0.067231291127373,0.000245768422453,0,1
189,11362,-0.428386155000000,-0.380109230000000,-0.389290109000000,-0.410613530000000,-0.402325809000000,-0.395855700000000,-0.396982346000000,-0.398366296000000,-0.429470801000000,-0.419922440000000,0.152145616965832,0.000700342341721,0,1
190,11223,-0.182754588000000,-0.233697824000000,-0.259250206000000,-0.211795858000000,-0.235763721000000,-0.247924580000000,-0.208744818000000,-0.264102364000000,-0.225073995000000,-0.178929962000000,0.105475119785919,0.000572471073030,0,1
191,11217,-0.090642750000000,-0.028721855000000,0.000829601000000,-0.027179449000000,-0.041441285000000,-0.099993459000000,-0.006027481000000,0.004425499000000,0.066921442000000,0.076238543000000,0.065332804660631,0.000202267766896,0,4
192,10452,-0.290218398000000,-0.306903527000000,-0.374841231000000,-0.382211005000000,-0.305164591000000,-0.301717714000000,-0.252184248000000,-0.264102364000000,-0.298072854000000,-0.334866271000000,0.070307998214700,0.000270356229727,0,1
193,10463,-0.213458534000000,-0.189774402000000,-0.172556937000000,-0.183393334000000,-0.221883547000000,-0.194131445000000,-0.208744818000000,-0.204429506000000,-0.268873311000000,-0.221458047000000,0.133290197788172,0.000439320187775,0,1
194,11377,0.139636845000000,0.103048411000000,0.044176235000000,0.086430649000000,0.166761325000000,0.074834229000000,0.095331188000000,0.004425499000000,0.008522355000000,0.019534431000000,0.153163143450247,0.000703384627812,0,4
195,10023,0.891883522000000,0.776540880000000,0.809966776000000,0.853298810000000,0.944051069000000,1.029662373000000,0.993079397000000,0.869681948000000,0.913708211000000,0.799215976000000,0.046628539366354,0.000135344325511,0,2
196,11213,-0.489794047000000,-0.453314933000000,-0.432636743000000,-0.410613530000000,-0.443966331000000,-0.422752268000000,-0.425941966000000,-0.458039154000000,-0.444070573000000,-0.490802580000000,0.076480813883306,0.000302036851308,0,1
197,10115,-0.413034182000000,-0.438673793000000,-0.432636743000000,-0.439016054000000,-0.457846505000000,-0.422752268000000,-0.425941966000000,-0.428202725000000,-0.429470801000000,-0.419922440000000,0.003470814486644,0.000000706346127,0,1
198,10301,-0.167402615000000,-0.219056683000000,-0.230352449000000,-0.240198383000000,-0.235763721000000,-0.315165998000000,-0.295623677000000,-0.249184150000000,-0.298072854000000,-0.334866271000000,0.236021187349246,0.001006129748089,0,1
199,10309,-0.274866425000000,-0.306903527000000,-0.317045718000000,-0.282802170000000,-0.249643895000000,-0.301717714000000,-0.310103487000000,-0.293938793000000,-0.283473083000000,-0.235634075000000,0.215691597895187,0.001824801785790,0,1
200,10457,-0.136698669000000,-0.204415542000000,-0.259250206000000,-0.254399645000000,-0.291284417000000,-0.207579728000000,-0.208744818000000,-0.293938793000000,-0.327272398000000,-0.292338187000000,0.103796755124696,0.000289516596806,0,1
201,11697,-0.535849966000000,-0.526520636000000,-0.519330012000000,-0.524223628000000,-0.513367201000000,-0.516890254000000,-0.527300634000000,-0.532630228000000,-0.531669204000000,-0.533330665000000,0.179432459376369,0.000606264427339,0,1
202,11426,-0.474442074000000,-0.453314933000000,-0.461534500000000,-0.495821103000000,-0.499487027000000,-0.489993686000000,-0.498341015000000,-0.532630228000000,-0.531669204000000,-0.504978608000000,0.100230450658177,0.000375747454999,0,1
203,11430,0.139636845000000,0.205536395000000,0.217562773000000,0.114833173000000,0.111240629000000,0.074834229000000,0.080851378000000,0.138689431000000,0.110720758000000,0.104590600000000,0.263054867299872,0.002039446481189,0,4
204,11436,-0.459090101000000,-0.438673793000000,-0.447085621000000,-0.453217316000000,-0.457846505000000,-0.463097119000000,-0.440421775000000,-0.428202725000000,-0.473270117000000,-0.490802580000000,0.066443570306875,0.000219448101981,0,1
205,11692,-0.413034182000000,-0.409391511000000,-0.403738987000000,-0.410613530000000,-0.388445635000000,-0.422752268000000,-0.425941966000000,-0.487875584000000,-0.473270117000000,-0.490802580000000,0.123363068854424,0.000297799481185,0,1
206,11235,-0.167402615000000,-0.087286417000000,-0.114761424000000,-0.140789547000000,-0.069201633000000,-0.167234877000000,-0.136345769000000,-0.189511291000000,-0.152075136000000,-0.122225850000000,0.135950896315620,0.000667591407505,0,4
207,11354,0.032173034000000,0.044483848000000,0.145318382000000,0.086430649000000,0.055719933000000,0.101730797000000,0.095331188000000,0.198362289000000,0.227518933000000,0.161294712000000,0.133127817231763,0.000604064824130,0,4
208,11372,-0.351626290000000,-0.365468089000000,-0.403738987000000,-0.410613530000000,-0.332924939000000,-0.342062566000000,-0.353542916000000,-0.413284511000000,-0.385671486000000,-0.334866271000000,0.076633836815894,0.000203897763649,0,1
209,11205,-0.244162480000000,-0.204415542000000,-0.187005815000000,-0.126588285000000,-0.166362851000000,-0.153786594000000,-0.092906340000000,-0.100002003000000,-0.137475364000000,-0.150577906000000,0.095981453538574,0.000265671518851,0,1
210,11224,-0.443738128000000,-0.380109230000000,-0.360392353000000,-0.339607218000000,-0.374565461000000,-0.328614282000000,-0.353542916000000,-0.353611652000000,-0.385671486000000,-0.391570384000000,0.137510984142999,0.000443327902623,0,1
211,10454,-0.044586831000000,0.000560426000000,-0.056965912000000,-0.169192072000000,-0.138602503000000,-0.099993459000000,-0.165305389000000,-0.129838433000000,-0.195874451000000,-0.093873794000000,0.080232276133756,0.000287660247301,0,4